sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
"7-51208",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"6dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Prepoznavanje obika opipom",,,"Block after Info Column",,195.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Prepoznavanje obika opipom","Prepoznavanje obika opipom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55220",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Prepoznavanje oblika-farma",,,"Block after Info Column",,146.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Prepoznavanje oblika-farma","Prepoznavanje oblika-farma.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50130",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Box sa alatom",,,"Block after Info Column",,146.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Box sa alatom","Box sa alatom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55201",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"11 kocki",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kocka na kocku , brojevi",,,"Block after Info Column",,127.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kocka na kocku , brojevi","Kocka na kocku , brojevi.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55000",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Provlaćilica koka",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Provlaćilica koka","Provlaćilica koka.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55211",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Čaša na čašu , farma",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Čaša na čašu , farma","Čaša na čašu , farma.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55015",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Provlaćilica cipela",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Provlaćilica cipela","Provlaćilica cipela.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50247",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Nizalice kocke i kuglice 24 dj.",,,"Block after Info Column",,120.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Nizalice kocke i kuglice 24 dj.","Nizalice kocke i kuglice 24 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55212",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Activity centar",,,"Block after Info Column",,280.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Activity centar","Activity centar.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55215",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igre  spajanja",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igre  spajanja","Igre  spajanja.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55213",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Drveni vlak",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Drveni vlak","Drveni vlak.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55208",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Moja prva brojalica",,,"Block after Info Column",,206.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Moja prva brojalica","Moja prva brojalica.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55209",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"12 dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra ravnoteža",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra ravnoteža","Igra ravnoteža.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55022",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Nizalica , životinje po veličini 14 dj.",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Nizalica , životinje po veličini 14 dj.","Nizalica , životinje po veličini 14 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55021",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Nizalice mladunčad i mama , 15dj.",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Nizalice mladunčad i mama , 15dj.","Nizalice mladunčad i mama , 15dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55018",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Provlaćilica oblici",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Provlaćilica oblici","Provlaćilica oblici.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55016",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Provlaćilica geometrski oblici",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Provlaćilica geometrski oblici","Provlaćilica geometrski oblici.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-51209",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"36dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Prepoznavanje trodimenzionalnih oblika opipom",,,"Block after Info Column",,285.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Prepoznavanje trodimenzionalnih oblika opipom","Prepoznavanje trodimenzionalnih oblika opipom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55002",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Provlaćilica pas",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Provlaćilica pas","Provlaćilica pas.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-2010",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Rodeo",,,"Block after Info Column",,180.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Rodeo","Premetaljka Rodeo.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1500",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Squid",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Squid","Premetaljka Squid.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1410",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Siz",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Siz","Premetaljka Siz.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1100",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Flik",,,"Block after Info Column",,100.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Flik","Premetaljka Flik.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1300",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Dobi",,,"Block after Info Column",,100.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Dobi","Premetaljka Dobi.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1200",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Bibo",,,"Block after Info Column",,100.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Bibo","Premetaljka Bibo.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1400",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Friz",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Friz","Premetaljka Friz.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1420",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Fun",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Fun","Premetaljka Fun.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-1510",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Boogy",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Boogy","Premetaljka Boogy.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"13-2020",,Default,"simple","Didaktika/Motoričke igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Premetaljka Flash",,,"Block after Info Column",,180.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Premetaljka Flash","Premetaljka Flash.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"16-332524",,Default,"simple","Didaktika/Ogledala","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Ogledalo baloni",,,"Block after Info Column",,960.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Ogledalo baloni","Ogledalo baloni.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6951",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set za kavu i čaj 53 dj.",,,"Block after Info Column",,188.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set za kavu i čaj 53 dj.","Set za kavu i čaj 53 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-4256",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set suđa sa sušilom 56 dj.",,,"Block after Info Column",,270.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set suđa sa sušilom 56 dj.","Set suđa sa sušilom 56 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6940",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set za doručak 78 dj.",,,"Block after Info Column",,230.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set za doručak 78 dj.","Set za doručak 78 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-4237",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set rajnglica",,,"Block after Info Column",,43.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set rajnglica","Set rajnglica.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6958",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Modli za kolače 24 dj.",,,"Block after Info Column",,35.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Modli za kolače 24 dj.","Modli za kolače 24 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6935",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set rajnglica 16 dj.",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set rajnglica 16 dj.","Set rajnglica 16 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6947",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set za kolače 44 dj.",,,"Block after Info Column",,200.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set za kolače 44 dj.","Set za kolače 44 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6952",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set tanjura i pribora 81 dj.",,,"Block after Info Column",,225.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set tanjura i pribora 81 dj.","Set tanjura i pribora 81 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-4242",,Default,"simple","Didaktika/Posuđe za igru","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Povrće 10 dj.",,,"Block after Info Column",,34.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Povrće 10 dj.","Povrće 10 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"18-1599342",,Default,"simple","Didaktika/Muzički instrumenti","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Metelofon",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Metelofon","Metelofon.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"18-572398",,Default,"simple","Didaktika/Muzički instrumenti","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Torba s muzičkim instrumentima",,,"Block after Info Column",,2200.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Torba s muzičkim instrumentima","Torba s muzičkim instrumentima.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2130",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Rovokopač 45 cm",,,"Block after Info Column",,178.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Rovokopač 45 cm","Rovokopač 45 cm.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2137",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Rovokopač 33cm",,,"Block after Info Column",,62.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Rovokopač 33cm","Rovokopač 33cm.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2119",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Traktor 30 cm s gumenim kotačima",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Traktor 30 cm s gumenim kotačima","Traktor 30 cm s gumenim kotačima.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2141",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Rovokopač veliki nosivosti 100 kg",,,"Block after Info Column",,340.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Rovokopač veliki nosivosti 100 kg","Rovokopač veliki nosivosti 100 kg.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2269",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kamion 35 cm sa gumenim kotačima",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kamion 35 cm sa gumenim kotačima","Kamion 35 cm sa gumenim kotačima.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2275",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kamion transporter 70 cm sa gumenim kotačima",,,"Block after Info Column",,195.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kamion transporter 70 cm sa gumenim kotačima","Kamion transporter 70 cm sa gumenim kotačima.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-2280",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kamion veliki nosivosti 100 kg ,  84 cm",,,"Block after Info Column",,600.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kamion veliki nosivosti 100 kg ,  84 cm","Kamion veliki nosivosti 100 kg ,  84 cm.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6932",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set vozila 9 kom",,,"Block after Info Column",,210.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set vozila 9 kom","Set vozila 9 kom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
