sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
"1-6931",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Brodići 12 kom",,,"Block after Info Column",,127.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Brodići 12 kom","Brodići 12 kom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-6930",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Set vozila 22 kom",,,"Block after Info Column",,300.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Set vozila 22 kom","Set vozila 22 kom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"1-8470",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Staza 112 djelova ,L 200 cm",,,"Block after Info Column",,750.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Staza 112 djelova ,L 200 cm","Staza 112 djelova ,L 200 cm.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50211",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"16dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Saobračajni znakovi u vrećici",,,"Block after Info Column",,90.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Saobračajni znakovi u vrećici","Saobračajni znakovi u vrećici.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50210",,Default,"simple","Didaktika/Vozila","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Vozila i znakovi u kutiji",,,"Block after Info Column",,240.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Vozila i znakovi u kutiji","Vozila i znakovi u kutiji.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53077",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"12dj.,ima dvije strane",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Magnetna ploća selo,more",,,"Block after Info Column",,165.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Magnetna ploća selo,more","Magnetna ploća selo,more.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53405",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Matematika 1-10",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Matematika 1-10","Matematika 1-10.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50266",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino  divlje životinje",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino  divlje životinje","Domino  divlje životinje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53328",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Velike puzzle",,,"Block after Info Column",,165.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Velike puzzle","Velike puzzle.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53415",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28 dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Loto godišnja doba",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Loto godišnja doba","Loto godišnja doba.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55204",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kocke cubo životinje",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kocke cubo životinje","Kocke cubo životinje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53416",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino Jungla",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino Jungla","Domino Jungla.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-51400",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino boje",,,"Block after Info Column",,120.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino boje","Domino boje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55199",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"60dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra toranj voće",,,"Block after Info Column",,172.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra toranj voće","Igra toranj voće.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50267",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino domaće životinje",,,"Block after Info Column",,120.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino domaće životinje","Domino domaće životinje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53407",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Memo-loto slike",,,"Block after Info Column",,187.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Memo-loto slike","Memo-loto slike.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53412",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra pecanje ribica",,,"Block after Info Column",,135.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra pecanje ribica","Igra pecanje ribica.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53078",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"14dj.,ima dvije strane",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Magnetna ploća grad selo",,,"Block after Info Column",,165.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Magnetna ploća grad selo","Magnetna ploća grad selo.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53327",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Veliki domino",,,"Block after Info Column",,165.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Veliki domino","Veliki domino.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55203",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"9dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kocke cubo farma",,,"Block after Info Column",,135.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kocke cubo farma","Kocke cubo farma.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55198",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"9dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kocke kubo more",,,"Block after Info Column",,135.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kocke kubo more","Kocke kubo more.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53413",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Memo-loto",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Memo-loto","Memo-loto.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-51401",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino geometriski oblici",,,"Block after Info Column",,120.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino geometriski oblici","Domino geometriski oblici.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-5341",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"34 djela",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Memori farma",,,"Block after Info Column",,86.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Memori farma","Memori farma.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55132",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"36dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra opažanja",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra opažanja","Igra opažanja.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50263",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino",,,"Block after Info Column",,120.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino","Domino.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55125",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Sat",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Sat","Sat.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50264",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino vozila",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino vozila","Domino vozila.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50351",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"21dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra povezivanja izraza lica i osječja",,,"Block after Info Column",,360.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra povezivanja izraza lica i osječja","Igra povezivanja izraza lica i osječja.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53326",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"25dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino sekvence",,,"Block after Info Column",,180.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino sekvence","Domino sekvence.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55197",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"60dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra toranj voće udrvenoj kutiji",,,"Block after Info Column",,210.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra toranj voće udrvenoj kutiji","Igra toranj voće udrvenoj kutiji.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50312",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"28dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Domino taktilni",,,"Block after Info Column",,360.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Domino taktilni","Domino taktilni.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53379",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra Pam&Tom",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra Pam&Tom","Igra Pam&Tom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-51350",,Default,"simple","Didaktika/Stolne igre","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Igra taktilno prepoznavanje",,,"Block after Info Column",,202.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Igra taktilno prepoznavanje","Igra taktilno prepoznavanje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53092",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle kamion",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle kamion","Puzzle kamion.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53009",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka morske životinje",,,"Block after Info Column",,67.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka morske životinje","Umetaljka morske životinje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53032",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"8dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka kupaona",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka kupaona","Umetaljka kupaona.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53019",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"16dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  tekstura",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  tekstura","Puzzle  tekstura.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53030",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"10dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka vozila",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka vozila","Umetaljka vozila.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53023",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"15dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka siluete",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka siluete","Umetaljka siluete.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53075",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"7dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka vozila sa zvukom",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka vozila sa zvukom","Umetaljka vozila sa zvukom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53097",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"9dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  selo",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  selo","Puzzle  selo.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53065",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka leptir",,,"Block after Info Column",,68.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka leptir","Umetaljka leptir.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53074",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"10dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka brojevi",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka brojevi","Umetaljka brojevi.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53011",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka domaće životinje 1",,,"Block after Info Column",,108.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka domaće životinje 1","Umetaljka domaće životinje 1.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53022",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  pas",,,"Block after Info Column",,60.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  pas","Puzzle  pas.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53072",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"16dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  aerodrom",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  aerodrom","Puzzle  aerodrom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53021",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  krava",,,"Block after Info Column",,60.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  krava","Puzzle  krava.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53033",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"8dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka kuhinja",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka kuhinja","Umetaljka kuhinja.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53014",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka domaće životinje",,,"Block after Info Column",,97.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka domaće životinje","Umetaljka domaće životinje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
